ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,Year,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,Unnamed: 0
65,Basel,Swiss Indoors,2001-10-22,International,Indoor,Carpet,The Final,5.0,Henman T.,Federer R.,11,13,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,St. Petersburg,St. Petersburg Open,2001-10-22,International,Indoor,Hard,The Final,3.0,Safin M.,Schuettler R.,7,46,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Stockholm,Stockholm Open,2001-10-22,International,Indoor,Hard,The Final,5.0,Schalken S.,Nieminen J.,40,103,3.0,6.0,6.0,3.0,6.0,3.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Paris,BNP Paribas,2001-10-29,Masters,Indoor,Carpet,The Final,5.0,Grosjean S.,Kafelnikov Y.,8,6,7.0,6.0,6.0,1.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,2001,2.3,1.55,2.15,1.55,2.1,1.5,2.25,1.571,,,,,,,,,,,,,,,,,,,,,
69,Sydney,Masters Cup,2001-11-12,Masters Cup,Indoor,Hard,The Final,5.0,Hewitt L.,Grosjean S.,2,7,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,2001,1.45,2.6,1.4,2.65,1.3,2.7,1.4,2.75,,,,,,,,,,,,,,,,,,,,,
1,Adelaide,AAPT Championships,2001-12-31,International,Outdoor,Hard,The Final,3.0,Henman T.,Philippoussis M.,9,104,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2002,2.2,1.62,1.95,1.67,1.85,1.65,2.0,1.727,,,,,,,,,,,,,,,,,,,,,
2,Chennai,TATA Open,2001-12-31,International,Outdoor,Hard,The Final,3.0,Canas G.,Srichaphan P.,15,120,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2002,1.42,2.7,1.41,2.5,1.4,2.3,,,,,,,,,,,,,,,,,,,,,,,
3,Doha,Qatar Open,2001-12-31,International,Outdoor,Hard,The Final,3.0,El Aynaoui Y.,Mantilla F.,38,45,4.0,6.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,2002,1.4,2.75,1.4,2.55,1.4,2.3,,,,,,,,,,,,,,,,,,,,,,,
4,Auckland,Heineken Open,2002-01-07,International,Outdoor,Hard,The Final,3.0,Rusedski G.,Golmard J.,30,49,6.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,2002,1.6,2.2,1.55,2.15,1.6,1.9,1.533,2.375,,,,,,,,,,,,,,,,,,,,,
5,Sydney,adidas International,2002-01-07,International,Outdoor,Hard,The Final,3.0,Federer R.,Chela J.I.,13,67,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2002,1.28,3.4,1.35,2.75,1.3,2.7,1.333,3.0,,,,,,,,,,,,,,,,,,,,,
6,Melbourne,Australian Open,2002-01-14,Grand Slam,Outdoor,Hard,The Final,5.0,Johansson T.,Safin M.,18,11,3.0,6.0,6.0,4.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,2002,3.4,1.3,3.25,1.27,2.7,1.3,3.25,1.333,,,,,,,,,,,,,,,,,,,,,
7,Milan,Milan Indoors,2002-01-28,International,Indoor,Carpet,The Final,3.0,Sanguinetti D.,Federer R.,87,13,7.0,6.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2002,4.0,1.2,4.25,1.15,3.3,1.2,4.0,1.2,,,,,,,,,,,,,,,,,,,,,
8,Copenhagen,Copenhagen Open,2002-02-11,International,Indoor,Hard,The Final,3.0,Burgsmuller L.,Rochus O.,93,96,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2002,2.1,1.67,2.1,1.6,1.9,1.6,2.25,1.571,,,,,,,,,,,,,,,,,,,,,
9,Marseille,Marseille Open,2002-02-11,International,Indoor,Hard,The Final,3.0,Enqvist T.,Escude N.,24,27,6.0,7.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,2002,1.6,2.25,1.65,2.0,1.6,1.9,1.667,2.1,,,,,,,,,,,,,,,,,,,,,
10,Vina del Mar,Bellsouth Open,2002-02-11,International,Outdoor,Clay,The Final,3.0,Gonzalez F.,Lapentti N.,94,19,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Buenos Aires,Copa AT&T,2002-02-18,International,Outdoor,Clay,The Final,3.0,Massu N.,Calleri A.,90,74,2.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2002,2.05,1.7,1.96,1.71,1.9,1.6,,,,,,,,,,,,,,,,,,,,,,,
12,Memphis,Kroger St. Jude,2002-02-18,International Gold,Indoor,Hard,The Final,3.0,Roddick A.,Blake J.,17,64,6.0,4.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2002,1.42,2.65,1.4,2.65,1.35,2.5,,,,,,,,,,,,,,,,,,,,,,,
13,Rotterdam,ABN AMRO World Tennis Tournament,2002-02-18,International Gold,Indoor,Hard,The Final,3.0,Escude N.,Henman T.,22,11,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2002,1.8,1.9,1.84,1.82,1.85,1.65,,,,,,,,,,,,,,,,,,,,,,,
14,Acapulco,Abierto Mexicano,2002-02-25,International Gold,Outdoor,Clay,The Final,3.0,Moya C.,Meligeni F.,32,71,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2002,1.45,2.55,1.42,2.5,1.45,2.2,1.4,2.75,,,,,,,,,,,,,,,,,,,,,
15,Dubai,Dubai Championships,2002-02-25,International Gold,Outdoor,Hard,The Final,3.0,Santoro F.,El Aynaoui Y.,26,21,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2002,2.25,1.57,2.15,1.52,2.0,1.55,2.25,1.571,,,,,,,,,,,,,,,,,,,,,
16,San Jose,Sybase Open,2002-02-25,International,Indoor,Hard,The Final,3.0,Hewitt L.,Agassi A.,1,5,4.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2002,1.85,1.9,1.85,1.8,1.8,1.7,1.909,1.8,,,,,,,,,,,,,,,,,,,,,
17,Delray Beach,Citrix Tennis Championships,2002-03-04,International,Outdoor,Hard,The Final,3.0,Sanguinetti D.,Roddick A.,60,13,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2002,3.6,1.25,3.7,1.2,2.7,1.3,3.5,1.25,,,,,,,,,,,,,,,,,,,,,
18,Scottsdale,Franklin Templeton Tennis Classic,2002-03-04,International,Outdoor,Hard,The Final,3.0,Agassi A.,Balcells J.,5,123,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2002,1.12,5.5,1.15,4.25,1.1,4.5,1.111,6.0,,,,,,,,,,,,,,,,,,,,,
19,Indian Wells,Pacific Life Open,2002-03-11,Masters,Outdoor,Hard,The Final,3.0,Hewitt L.,Henman T.,1,11,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2002,1.3,3.25,1.4,2.6,1.35,2.5,1.4,2.75,,,,,,,,,,,,,,,,,,,,,
20,Miami,NASDAQ-100 Open,2002-03-18,Masters,Outdoor,Hard,The Final,5.0,Agassi A.,Federer R.,10,14,6.0,3.0,6.0,3.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2002,1.55,2.35,1.45,2.4,1.4,2.3,1.5,2.5,,,,,,,,,,,,,,,,,,,,,
21,Casablanca,Grand Prix Hassan II,2002-04-08,International,Outdoor,Clay,The Final,3.0,El Aynaoui Y.,Canas G.,20,17,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2002,1.75,1.95,1.7,1.9,1.65,1.85,1.615,2.2,,,,,,,,,,,,,,,,,,,,,
22,Estoril,Estoril Open,2002-04-08,International,Outdoor,Clay,The Final,3.0,Nalbandian D.,Nieminen J.,47,66,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2002,1.45,2.55,1.5,2.2,1.5,2.1,1.444,2.625,,,,,,,,,,,,,,,,,,,,,
23,Monte Carlo,Monte Carlo Masters,2002-04-15,Masters,Outdoor,Clay,The Final,5.0,Ferrero J.C.,Moya C.,4,26,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,2002,1.45,2.65,1.4,2.6,1.45,2.2,1.444,2.625,,,,,,,,,,,,,,,,,,,,,
24,Barcelona,Open Seat Godo,2002-04-22,International Gold,Outdoor,Clay,The Final,5.0,Gaudio G.,Costa A.,64,27,6.0,4.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,2002,1.57,2.3,1.68,1.95,1.6,1.9,,,,,,,,,,,,,,,,,,,,,,,
25,Houston,U.S. Men's Clay Court Championships,2002-04-22,International,Outdoor,Clay,The Final,3.0,Roddick A.,Sampras P.,13,14,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2002,1.72,2.0,1.8,1.85,1.75,1.75,,,,,,,,,,,,,,,,,,,,,,,
26,Mallorca,Mallorca Open,2002-04-29,International,Outdoor,Clay,The Final,3.0,Gaudio G.,Nieminen J.,37,54,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2002,1.45,2.6,1.45,2.5,1.45,2.2,,,,,,,,,,,,,,,,,,,,,,,
27,Munich,BMW Open,2002-04-29,International,Outdoor,Clay,The Final,3.0,El Aynaoui Y.,Schuettler R.,19,29,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2002,1.42,2.7,1.4,2.65,1.45,2.2,,,,,,,,,,,,,,,,,,,,,,,
28,Rome,Rome TMS,2002-05-06,Masters,Outdoor,Clay,The Final,5.0,Agassi A.,Haas T.,9,7,6.0,3.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,2002,1.5,2.5,1.52,2.25,1.45,2.2,,,,,,,,,,,,,,,,,,,,,,,
29,Hamburg,Hamburg TMS,2002-05-13,Masters,Outdoor,Clay,The Final,5.0,Federer R.,Safin M.,14,5,6.0,1.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,2002,2.35,1.55,2.35,1.48,2.0,1.55,,,,,,,,,,,,,,,,,,,,,,,
30,St. Polten,Internationaler Raiffeisen Grand Prix,2002-05-20,International,Outdoor,Clay,The Final,3.0,Lapentti N.,Vicente F.,31,71,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2002,1.62,2.15,1.6,2.1,1.6,1.9,,,,,,,,,,,,,,,,,,,,,,,
31,Paris,French Open,2002-05-27,Grand Slam,Outdoor,Clay,The Final,5.0,Costa A.,Ferrero J.C.,22,11,6.0,1.0,6.0,0.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2002,3.15,1.36,3.0,1.3,2.7,1.3,,,,,,,,,,,,,,,,,,,,,,,
32,Halle,Gerry Weber Open,2002-06-10,International,Outdoor,Grass,The Final,3.0,Kafelnikov Y.,Kiefer N.,6,66,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2002,1.62,2.2,1.55,2.2,1.65,1.85,,,,,,,,,,,,,,,,,,,,,,,
33,Queens Club,Queens Club,2002-06-10,International,Outdoor,Grass,The Final,3.0,Hewitt L.,Henman T.,1,5,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2002,1.42,2.7,1.49,2.31,1.45,2.2,,,,,,,,,,,,,,,,,,,,,,,
34,Nottingham,Nottingham Open,2002-06-17,International,Outdoor,Grass,The Final,3.0,Bjorkman J.,Arthurs W.,60,113,6.0,2.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2002,1.65,2.15,1.52,2.25,1.55,2.0,,,,,,,,,,,,,,,,,,,,,,,
35,'s-Hertogenbosch,Ordina Open,2002-06-17,International,Outdoor,Grass,The Final,3.0,Schalken S.,Clement A.,31,42,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2002,1.58,2.25,1.55,2.2,1.5,2.1,,,,,,,,,,,,,,,,,,,,,,,
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,The Final,5.0,Hewitt L.,Nalbandian D.,1,32,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2002,1.12,6.0,1.22,3.4,1.15,3.8,,,1.1,6.5,,,,,,,,,,,,,,,,,,,
37,Bastad,Swedish Open,2002-07-08,International,Outdoor,Clay,The Final,3.0,Moya C.,El Aynaoui Y.,21,18,6.0,3.0,2.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2002,1.6,2.25,1.45,2.45,1.45,2.2,,,1.5,2.5,,,,,,,,,,,,,,,,,,,
38,Gstaad,Gstaad Open,2002-07-08,International,Outdoor,Clay,The Final,5.0,Corretja A.,Gaudio G.,28,27,6.0,3.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,2002,1.62,2.2,1.45,2.45,1.4,2.3,,,1.615,2.2,,,,,,,,,,,,,,,,,,,
39,Newport,Hall of Fame Championships,2002-07-08,International,Outdoor,Grass,The Final,3.0,Dent T.,Blake J.,96,32,6.0,1.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2002,,,2.0,1.65,1.75,1.75,,,2.0,1.727,,,,,,,,,,,,,,,,,,,
40,Amersfoort,Energis Open,2002-07-15,International,Outdoor,Clay,The Final,3.0,Chela J.I.,Costa A.,28,7,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2002,2.5,1.5,2.25,1.52,2.2,1.45,,,2.5,1.5,,,,,,,,,,,,,,,,,,,
41,Stuttgart,Mercedes Cup,2002-07-15,International,Outdoor,Clay,The Final,5.0,Youzhny M.,Canas G.,62,19,6.0,3.0,3.0,6.0,3.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,2002,3.0,1.36,2.35,1.48,2.2,1.45,,,2.75,1.4,,,,,,,,,,,,,,,,,,,
42,Umag,Croatia Open,2002-07-15,International,Outdoor,Clay,The Final,3.0,Moya C.,Ferrer D.,18,114,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2002,1.25,3.7,1.23,3.45,1.25,3.0,,,1.167,4.5,,,,,,,,,,,,,,,,,,,
43,Kitzbuhel,Generali Open,2002-07-22,International Gold,Outdoor,Clay,The Final,5.0,Corretja A.,Ferrero J.C.,31,8,6.0,4.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,2002,1.95,1.75,1.82,1.82,1.7,1.8,,,2.1,1.667,,,,,,,,,,,,,,,,,,,
44,Los Angeles,Mercedes-Benz Cup,2002-07-22,International,Outdoor,Hard,The Final,3.0,Agassi A.,Gambill J.M.,7,53,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2002,1.25,3.7,1.21,3.5,1.25,3.0,,,1.286,3.5,,,,,,,,,,,,,,,,,,,
45,Sopot,Idea Prokom Open,2002-07-22,International,Outdoor,Clay,The Final,3.0,Acasuso J.,Squillari F.,91,133,2.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,2002,1.8,1.9,1.82,1.82,1.75,1.75,,,1.667,2.1,,,,,,,,,,,,,,,,,,,
46,Toronto,Toronto TMS,2002-07-29,Masters,Outdoor,Hard,The Final,3.0,Canas G.,Roddick A.,19,12,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2002,2.45,1.52,,,2.2,1.45,,,2.5,1.5,,,,,,,,,,,,,,,,,,,
47,Cincinnati,Cincinnati TMS,2002-08-05,Masters,Outdoor,Hard,The Final,3.0,Moya C.,Hewitt L.,17,1,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2002,3.05,1.36,3.03,1.38,2.7,1.3,,,3.25,1.333,,,,,,,,,,,,,,,,,,,
48,Indianapolis,RCA Championships,2002-08-12,International Gold,Outdoor,Hard,The Final,3.0,Rusedski G.,Mantilla F.,41,51,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2002,1.42,2.75,1.48,2.55,1.45,2.2,,,1.444,2.625,,,,,,,,,,,,,,,,,,,
49,Washington,Legg Mason Classic,2002-08-12,International Gold,Outdoor,Hard,The Final,3.0,Blake J.,Srichaphan P.,32,54,1.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2002,1.42,2.7,1.4,2.5,1.4,2.3,,,1.444,2.625,,,,,,,,,,,,,,,,,,,
50,Long Island,TD Waterhouse Cup,2002-08-19,International,Outdoor,Hard,The Final,3.0,Srichaphan P.,Chela J.I.,41,26,5.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,2002,2.0,1.75,2.04,1.73,1.75,1.75,,,2.0,1.727,,,,,,,,,,,,,,,,,,,
51,New York,US Open,2002-08-26,Grand Slam,Outdoor,Hard,The Final,5.0,Sampras P.,Agassi A.,17,6,6.0,3.0,6.0,4.0,5.0,7.0,6.0,4.0,,,3.0,1.0,Completed,2002,,,2.41,1.59,2.0,1.55,,,2.25,1.615,,,,,,,,,,,,,,,,,,,
52,Bucharest,Open Romania,2002-09-09,International,Outdoor,Clay,The Final,3.0,Ferrer D.,Acasuso J.,81,56,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2002,2.05,1.75,2.08,1.68,1.85,1.65,2.1,1.667,2.1,1.667,,,,,,,,,,,,,,,,,,,
53,Salvador,Brasil Open,2002-09-09,International,Outdoor,Hard,The Final,3.0,Kuerten G.,Coria G.,55,70,6.0,7.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,2002,1.45,2.65,1.42,2.5,1.45,2.2,1.364,2.875,1.4,2.75,,,,,,,,,,,,,,,,,,,
54,Tashkent,President's Cup,2002-09-09,International,Outdoor,Hard,The Final,3.0,Kafelnikov Y.,Voltchkov V.,8,153,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2002,,,,,1.3,2.7,,,1.4,2.75,,,,,,,,,,,,,,,,,,,
55,Hong Kong,Salem Open,2002-09-23,International,Outdoor,Hard,The Final,3.0,Ferrero J.C.,Moya C.,6,10,6.0,3.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2002,1.85,1.9,1.85,1.81,1.65,1.85,,,1.909,1.8,,,,,,,,,,,,,,,,,,,
56,Palermo,Campionati Internazionali Di Sicilia,2002-09-23,International,Outdoor,Clay,The Final,3.0,Gonzalez F.,Acasuso J.,24,46,5.0,7.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Moscow,Kremlin Cup,2002-09-30,International,Indoor,Carpet,The Final,3.0,Mathieu P.H.,Schalken S.,83,17,4.0,6.0,6.0,2.0,6.0,0.0,,,,,2.0,1.0,Completed,2002,2.55,1.48,2.3,1.52,2.1,1.5,,,2.5,1.5,,,,,,,,,,,,,,,,,,,
58,Tokyo,Japan Open,2002-09-30,International Gold,Outdoor,Hard,The Final,3.0,Carlsen K.,Norman M.,121,212,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2002,2.2,1.62,2.1,1.6,1.9,1.6,,,2.2,1.615,,,,,,,,,,,,,,,,,,,
59,Lyon,Grand Prix de Lyon,2002-10-07,International,Indoor,Carpet,The Final,3.0,Mathieu P.H.,Kuerten G.,47,40,4.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,2002,2.8,1.42,2.5,1.42,2.2,1.45,,,2.625,1.444,,,,,,,,,,,,,,,,,,,
60,Vienna,CA Tennis Trophy,2002-10-07,International Gold,Indoor,Hard,The Final,5.0,Federer R.,Novak J.,13,12,6.0,4.0,6.0,1.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2002,1.55,2.4,1.57,2.3,1.7,1.8,,,1.5,2.5,,,,,,,,,,,,,,,,,,,
61,Madrid,Madrid Masters,2002-10-14,Masters,Indoor,Hard,The Final,3.0,Agassi A.,Novak J.,2,9,,,,,,,,,,,0.0,0.0,Walkover,2002,,,1.31,3.3,1.25,3.0,,,1.286,3.75,,,,,,,,,,,,,,,,,,,
62,Basel,Swiss Indoors,2002-10-21,International,Indoor,Carpet,The Final,5.0,Nalbandian D.,Gonzalez F.,18,20,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2002,2.1,1.68,2.11,1.71,1.75,1.75,,,2.2,1.615,,,,,,,,,,,,,,,,,,,
63,St. Petersburg,St. Petersburg Open,2002-10-21,International,Indoor,Hard,The Final,3.0,Grosjean S.,Youzhny M.,7,42,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2002,1.55,2.35,1.56,2.4,1.45,2.2,,,1.444,2.625,,,,,,,,,,,,,,,,,,,
64,Stockholm,Stockholm Open,2002-10-21,International,Indoor,Hard,The Final,5.0,Srichaphan P.,Rios M.,24,26,6.0,7.0,6.0,0.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,2002,2.0,1.75,1.8,1.91,1.75,1.75,,,1.727,2.0,,,,,,,,,,,,,,,,,,,
65,Paris,BNP Paribas,2002-10-28,Masters,Indoor,Carpet,The Final,5.0,Safin M.,Hewitt L.,5,1,7.0,6.0,6.0,0.0,6.0,4.0,,,,,3.0,0.0,Completed,2002,2.25,1.6,,,1.9,1.6,,,2.25,1.615,,,,,,,,,,,,,,,,,,,
66,Shanghai,Masters Cup,2002-11-11,Masters Cup,Indoor,Hard,The Final,5.0,Hewitt L.,Ferrero J.C.,1,4,7.0,5.0,7.0,5.0,2.0,6.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Adelaide,AAPT Championships,2003-01-05,International,Outdoor,Hard,The Final,3.0,Davydenko N.,Vliegen K.,81,164,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2003,,,,,1.6,1.9,,,1.571,2.25,1.5,2.17,,,,,,,,,,,,,,,,,
2,Chennai,TATA Open,2003-01-05,International,Outdoor,Hard,The Final,3.0,Srichaphan P.,Kucera K.,16,83,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2003,,,,,1.35,2.5,,,1.333,3.25,1.2,3.45,,,,,,,,,,,,,,,,,
3,Doha,Qatar Exxon Mobil Open,2003-01-04,International,Outdoor,Hard,The Final,3.0,Koubek S.,Gambill J.M.,54,42,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2003,,,,,2.0,1.55,,,2.25,1.571,2.3,1.42,,,,,,,,,,,,,,,,,
4,Auckland,Heineken Open,2003-01-12,International,Outdoor,Hard,The Final,3.0,Kuerten G.,Hrbaty D.,37,51,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2003,,,,,1.55,2.0,,,1.533,2.375,1.5,2.15,,,,,,,,,,,,,,,,,
5,Sydney,adidas International,2003-01-11,International,Outdoor,Hard,The Final,3.0,Lee H.T.,Ferrero J.C.,85,4,4.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2003,,,,,2.3,1.4,,,3.0,1.364,2.75,1.32,,,,,,,,,,,,,,,,,
6,Melbourne,Australian Open,2003-01-26,Grand Slam,Outdoor,Hard,The Final,5.0,Agassi A.,Schuettler R.,2,36,6.0,2.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,2003,,,,,1.15,3.8,1.125,5.5,1.118,6.25,1.09,4.7,,,,,,,,,,,,,,,,,
7,Milan,Breil ATP,2003-02-02,International,Indoor,Carpet,The Final,3.0,Verkerk M.,Kafelnikov Y.,90,26,6.0,4.0,5.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,2003,,,,,2.3,1.4,2.625,1.444,2.625,1.444,3.0,1.27,,,,,,,,,,,,,,,,,
8,Marseille,Open 13,2003-02-16,International,Indoor,Hard,The Final,3.0,Federer R.,Bjorkman J.,6,86,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2003,,,,,1.35,2.5,1.364,2.875,1.4,2.75,1.33,2.7,,,,,,,,,,,,,,,,,
9,San Jose,Siebel Open,2003-02-17,International,Indoor,Hard,The Final,3.0,Agassi A.,Sanguinetti D.,2,69,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2003,,,,,1.1,4.5,1.063,8.0,1.071,7.5,1.04,6.5,,,,,,,,,,,,,,,,,
10,Vina del Mar,Bellsouth Open,2003-02-17,International,Outdoor,Clay,The Final,3.0,Rios M.,Sanchez D.,37,57,1.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2003,,,,,2.3,1.4,,,3.25,1.33,3.1,1.25,,,,,,,,,,,,,,,,,
11,Buenos Aires,Copa AT&T,2003-02-23,International,Outdoor,Clay,The Final,3.0,Moya C.,Coria G.,4,36,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2003,,,,,1.45,2.2,1.444,2.625,1.5,2.5,1.39,2.41,,,,,,,,,,,,,,,,,
12,Memphis,Kroger St. Jude,2003-02-23,International Gold,Indoor,Hard,The Final,3.0,Dent T.,Roddick A.,68,6,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2003,,,,,2.5,1.35,2.875,1.364,3.25,1.333,3.35,1.21,,,,,,,,,,,,,,,,,
13,Rotterdam,ABN AMRO World Tennis Tournament,2003-02-23,International Gold,Indoor,Hard,The Final,3.0,Mirnyi M.,Sluiter R.,46,72,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2003,,,,,1.6,1.9,1.727,2.0,1.667,2.1,1.68,1.83,,,,,,,,,,,,,,,,,
14,Acapulco,Abierto Mexicano,2003-03-02,International Gold,Outdoor,Clay,The Final,3.0,Calleri A.,Zabaleta M.,61,44,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2003,,,,,1.75,1.75,1.727,2.0,1.833,1.833,1.74,1.76,,,,,,,,,,,,,,,,,
15,Copenhagen,Copenhagen Open,2003-03-01,International,Indoor,Hard,The Final,3.0,Kucera K.,Rochus O.,53,84,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2003,,,,,1.35,2.5,1.333,3.0,1.444,2.625,1.37,2.5,,,,,,,,,,,,,,,,,
16,Dubai ,Dubai Championships,2003-03-01,International Gold,Outdoor,Hard,The Final,3.0,Federer R.,Novak J.,5,10,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2003,,,,,1.45,2.2,1.444,2.625,1.5,2.5,1.45,2.25,,,,,,,,,,,,,,,,,
17,Delray Beach,International Championships,2003-03-09,International,Outdoor,Hard,The Final,3.0,Gambill J.M.,Fish M.,39,66,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2003,,,,,1.75,1.75,1.727,2.0,1.727,2.0,1.75,1.75,,,,,,,,,,,,,,,,,
