ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,Year,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,Unnamed: 0
17,Dubai ,Dubai Tennis Championships,2022-02-26,ATP500,Outdoor,Hard,The Final,3.0,Rublev A.,Vesely J.,7,123,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.33,3.4,,,,,1.36,3.44,4590.0,550.0,,,,,,,1.39,3.52,1.34,3.27,
18,Santiago,Chile Open,2022-02-27,ATP250,Indoor,Clay,The Final,3.0,Martinez P.,Baez S.,72,78,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,2.2,1.66,,,,,2.3,1.69,867.0,821.0,,,,,,,2.42,1.72,2.19,1.67,
19,Indian Wells,BNP Paribas Open,2022-03-20,Masters 1000,Outdoor,Hard,The Final,3.0,Fritz T.,Nadal R.,20,4,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,4.5,1.2,,,,,5.17,1.19,2010.0,6515.0,,,,,,,5.5,1.23,4.86,1.19,
20,Miami,Miami Open,2022-04-03,Masters 1000,Outdoor,Hard,The Final,3.0,Alcaraz C.,Ruud C.,16,8,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.33,3.4,,,,,1.37,3.38,2414.0,3870.0,,,,,,,1.41,3.58,1.34,3.31,
21,Houston,U.S. Men's Clay Court Championships,2022-04-10,ATP250,Outdoor,Clay,The Final,3.0,Opelka R.,Isner J.,18,27,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.61,2.3,,,,,1.61,2.47,2225.0,1556.0,,,,,,,1.68,2.53,161.0,2.31,
22,Marrakech,Grand Prix Hassan II,2022-04-10,ATP250,Outdoor,Clay,The Final,3.0,Goffin D.,Molcan A.,74,65,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,2.0,1.8,,,,,2.05,1.86,843.0,893.0,,,,,,,2.1,1.87,1.99,1.81,
23,Monte Carlo,Monte Carlo Masters,2022-04-17,Masters 1000,Outdoor,Clay,The Final,3.0,Tsitsipas S.,Davidovich Fokina A.,5,46,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.22,4.33,,,,,1.2,5.2,5980.0,1095.0,,,,,,,1.3,5.25,1.2,4.58,
24,Barcelona,Barcelona Open,2022-04-24,ATP500,Outdoor,Clay,The Final,3.0,Alcaraz C.,Carreno Busta P.,11,19,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.57,2.37,,,,,1.61,2.45,3330.0,2015.0,,,,,,,1.72,2.45,1.6,2.35,
25,Belgrade,Serbia Open,2022-04-24,ATP250,Outdoor,Clay,The Final,3.0,Rublev A.,Djokovic N.,8,1,6.0,2.0,6.0,7.0,6.0,0.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,3.0,1.4,,,,,3.16,1.41,3865.0,8340.0,,,,,,,3.29,1.48,2.99,1.39,
26,Estoril,Millennium Estoril Open,2022-05-01,ATP250,Outdoor,Clay,The Final,3.0,Baez S.,Tiafoe F.,59,29,6.0,3.0,6.0,2.0,,,,,,,1.0,0.0,Completed,2022,,,,,,,,,1.57,2.37,,,,,1.6,2.5,921.0,1513.0,,,,,,,1.65,2.52,1.58,2.38,
27,Munich,BMW Open,2022-05-01,ATP250,Outdoor,Clay,The Final,3.0,Rune H.,Van De Zandschulp B.,70,40,3.0,4.0,,,,,,,,,0.0,0.0,Retired,2022,,,,,,,,,1.5,2.62,,,,,1.52,2.72,859.0,1161.0,,,,,,,1.55,2.74,1.5,2.57,
28,Madrid,Mutua Madrid Open,2022-05-08,Masters 1000,Outdoor,Clay,The Final,3.0,Alcaraz C.,Zverev A.,9,3,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.53,2.5,,,,,1.65,2.39,3818.0,7420.0,,,,,,,1.66,2.75,1.54,2.51,
29,Rome,Internazionali BNL d'Italia,2022-05-15,Masters 1000,Outdoor,Clay,The Final,3.0,Djokovic N.,Tsitsipas S.,1,5,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.44,2.75,,,,,1.51,2.77,8260.0,5750.0,,,,,,,1.53,3.55,1.46,2.75,
30,Geneva,Geneva Open,2022-05-21,ATP250,Outdoor,Clay,The Final,3.0,Ruud C.,Sousa J.,8,79,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,1.12,6.0,,,,,1.15,6.53,3940.0,768.0,,,,,,,1.18,7.0,1.14,5.91,
31,Lyon,Lyon Open,2022-05-21,ATP250,Outdoor,Clay,The Final,3.0,Norrie C.,Molcan A.,11,47,6.0,3.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,1.61,2.3,,,,,1.68,2.33,3355.0,1029.0,,,,,,,1.69,2.38,1.63,2.27,
32,Paris,French Open,2022-06-05,Grand Slam,Outdoor,Clay,The Final,5.0,Nadal R.,Ruud C.,5,8,6.0,3.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,2022,,,,,,,,,1.16,5.5,,,,,1.19,5.53,5525.0,3940.0,,,,,,,1.22,6.0,1.18,5.09,
33,'s-Hertogenbosch,Rosmalen Grass Court Championships,2022-06-12,ATP250,Outdoor,Grass,The Final,3.0,Van Rijthoven T.,Medvedev D.,205,2,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,5.5,1.14,,,,,6.07,1.16,298.0,8160.0,,,,,,,6.19,1.18,5.51,1.14,
34,Stuttgart,Mercedes Cup,2022-06-12,ATP250,Outdoor,Grass,The Final,3.0,Berrettini M.,Murray A.,10,68,6.0,4.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,1.9,1.9,,,,,1.97,1.93,3805.0,890.0,,,,,,,1.97,2.0,1.87,1.92,
35,Halle,Halle Open,2022-06-19,ATP500,Outdoor,Grass,The Final,3.0,Hurkacz H.,Medvedev D.,12,1,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,3.0,1.4,,,,,2.69,1.53,3258.0,7950.0,,,,,,,3.0,1.53,2.78,1.44,
36,Queens Club,Queen's Club Championships,2022-06-19,ATP500,Outdoor,Grass,The Final,3.0,Berrettini M.,Krajinovic F.,10,48,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.16,5.0,,,,,1.19,5.33,3570.0,1010.0,,,,,,,1.2,5.76,1.17,4.95,
37,Eastbourne,Eastbourne International,2022-06-25,ATP250,Outdoor,Grass,The Final,3.0,Fritz T.,Cressy M.,14,60,6.0,2.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,1.53,2.5,,,,,1.64,2.42,2920.0,913.0,,,,,,,1.64,2.64,1.56,2.43,
38,Mallorca,Mallorca Championships,2022-06-25,ATP250,Outdoor,Grass,The Final,3.0,Tsitsipas S.,Bautista Agut R.,6,20,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,1.66,2.2,,,,,1.74,2.22,4945.0,1903.0,,,,,,,1.76,2.32,1.68,2.18,
39,London,Wimbledon,2022-07-10,Grand Slam,Outdoor,Grass,The Final,5.0,Djokovic N.,Kyrgios N.,3,40,4.0,6.0,6.0,3.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,2022,,,,,,,,,1.28,3.75,,,,,1.28,4.11,6770.0,1070.0,,,,,,,1.33,4.25,1.28,3.81,
40,Bastad,Nordea Open,2022-07-17,ATP250,Outdoor,Clay,The Final,3.0,Cerundolo F.,Baez S.,39,34,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,2.75,1.44,,,,,3.13,1.42,1064.0,1168.0,,,,,,,3.13,1.53,2.86,1.42,
41,Newport,Hall of Fame Championships,2022-07-17,ATP250,Outdoor,Grass,The Final,3.0,Cressy M.,Bublik A.,41,42,2.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,2.2,1.66,,,,,2.05,1.87,1047.0,1035.0,,,,,,,2.25,1.87,2.1,1.73,
42,Gstaad,Suisse Open Gstaad,2022-07-24,ATP250,Outdoor,Clay,The Final,3.0,Ruud C.,Berrettini M.,5,15,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,1.8,2.0,,,,,1.9,2.0,4890.0,2280.0,,,,,,,1.94,2.05,1.83,1.97,
43,Hamburg,European Open,2022-07-24,ATP250,Outdoor,Clay,The Final,3.0,Musetti L.,Alcaraz C.,62,6,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,0.0,Completed,2022,,,,,,,,,5.5,1.14,,,,,7.37,1.13,781.0,4845.0,,,,,,,7.37,1.17,5.82,1.14,
44,Atlanta,Atlanta Open,2022-07-31,ATP250,Outdoor,Hard,The Final,3.0,De Minaur A.,Brooksby J.,30,43,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,2.1,1.72,,,,,2.14,1.79,1345.0,1037.0,,,,,,,2.21,1.86,2.11,1.72,
45,Kitzbuhel,Generali Open,2022-07-30,ATP250,Outdoor,Clay,The Final,3.0,Bautista Agut R.,Misolic F.,20,205,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.3,3.5,,,,,1.36,3.37,1600.0,257.0,,,,,,,1.4,4.0,1.31,3.48,
46,Umag,Croatia Open,2022-07-31,ATP250,Outdoor,Clay,The Final,3.0,Sinner J.,Alcaraz C.,10,5,6.0,7.0,6.0,1.0,6.0,1.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,2.3,1.61,,,,,2.51,1.6,3185.0,4895.0,,,,,,,2.51,1.67,2.31,1.61,
47,Los Cabos,Los Cabos Open,2022-08-07,ATP250,Outdoor,Hard,The Final,3.0,Medvedev D.,Norrie C.,1,12,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.33,3.4,,,,,1.4,3.2,7625.0,2893.0,,,,,,,1.4,3.74,1.34,3.2,
48,Washington,Citi Open,2022-08-07,ATP500,Outdoor,Hard,The Final,3.0,Kyrgios N.,Nishioka Y.,63,96,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.16,5.0,,,,,1.23,4.8,710.0,552.0,,,,,,,1.24,5.24,1.19,4.73,
49,Montreal,Canadian Open,2022-08-14,Masters 1000,Outdoor,Hard,The Final,3.0,Carreno Busta P.,Hurkacz H.,23,10,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,2.37,1.57,,,,,2.27,1.71,1555.0,3015.0,,,,,,,2.46,1.71,2.3,1.63,
50,Cincinnati,Western & Southern Financial Group Masters,2022-08-21,Masters 1000,Outdoor,Hard,The Final,3.0,Coric B.,Tsitsipas S.,152,7,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,2.37,1.57,,,,,2.39,1.65,360.0,4650.0,,,,,,,2.52,1.67,2.36,1.59,
51,Winston-Salem,Winston-Salem Open at Wake Forest University,2022-08-27,ATP250,Outdoor,Hard,The Final,3.0,Mannarino A.,Djere L.,65,89,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.44,2.75,,,,,1.5,2.8,741.0,597.0,,,,,,,1.55,2.86,1.48,2.64,
52,New York,US Open,2022-09-11,Grand Slam,Outdoor,Hard,The Final,5.0,Alcaraz C.,Ruud C.,4,7,6.0,4.0,2.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2022,,,,,,,,,1.45,2.8,,,,,1.48,2.86,5100.0,4695.0,,,,,,,1.53,3.02,1.46,2.77,
53,Metz,Open de Moselle,2022-09-25,ATP250,Indoor,Hard,The Final,3.0,Sonego L.,Bublik A.,65,44,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.9,1.9,,,,,2.0,1.9,755.0,985.0,,,,,,,2.0,2.04,1.88,1.91,
54,San Diego,San Diego Open,2022-09-26,ATP250,Outdoor,Hard,The Final,3.0,Nakashima B.,Giron M.,69,58,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.4,2.75,,,,,1.47,2.91,744.0,791.0,,,,,,,1.5,2.91,1.44,2.76,
55,Seoul,Korea Open,2022-10-02,ATP250,Outdoor,Hard,The Final,3.0,Nishioka Y.,Shapovalov D.,56,24,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,2.5,1.53,,,,,2.47,1.61,827.0,1640.0,,,,,,,2.52,1.63,2.37,1.58,
56,Sofia,Sofia Open,2022-10-02,ATP250,Indoor,Hard,The Final,3.0,Huesler M.A.,Rune H.,95,31,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,2.62,1.5,,,,,2.68,1.53,563.0,1336.0,,,,,,,2.81,1.54,2.55,1.51,
57,Tel Aviv,Tel Aviv Open,2022-10-02,ATP250,Indoor,Hard,The Final,3.0,Djokovic N.,Cilic M.,7,16,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.25,4.0,,,,,1.2,5.23,3570.0,2345.0,,,,,,,1.27,5.23,1.22,4.22,
58,Nur-Sultan,Astana Open,2022-10-09,ATP500,Indoor,Hard,The Final,3.0,Djokovic N.,Tsitsipas S.,7,6,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.25,4.0,,,,,1.26,4.33,3820.0,4810.0,,,,,,,1.29,4.33,1.25,3.93,
59,Tokyo,Rakuten Japan Open Tennis Championships,2022-10-09,ATP500,Outdoor,Hard,The Final,3.0,Fritz T.,Tiafoe F.,11,19,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.72,2.1,,,,,1.74,2.22,3055.0,1940.0,,,,,,,1.76,2.27,1.72,2.12,
60,Florence,Firenze Open,2022-10-16,ATP250,Indoor,Hard,The Final,3.0,Auger-Aliassime F.,Wolf J.J.,13,75,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.2,4.5,,,,,1.25,4.43,2950.0,694.0,,,,,,,1.26,4.54,1.22,4.19,
61,Gijon,Gijon Open,2022-10-16,ATP250,Indoor,Hard,The Final,3.0,Rublev A.,Korda S.,9,47,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.4,3.0,,,,,1.46,2.94,3480.0,985.0,,,,,,,1.48,3.15,1.42,2.84,
62,Antwerp,European Open,2022-10-23,ATP250,Indoor,Hard,The Final,3.0,Auger-Aliassime F.,Korda S.,10,36,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.53,2.5,,,,,1.56,2.61,3155.0,1125.0,,,,,,,1.57,2.65,1.53,2.49,
63,Napoli,Napoli Cup,2022-10-23,ATP250,Outdoor,Hard,The Final,3.0,Musetti L.,Berrettini M.,24,16,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.9,1.9,,,,,1.79,2.15,1516.0,2315.0,,,,,,,2.0,2.15,1.88,1.92,
64,Stockholm,Stockholm Open,2022-10-23,ATP250,Indoor,Hard,The Final,3.0,Rune H.,Tsitsipas S.,27,5,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,3.2,1.36,,,,,3.35,1.38,1461.0,4930.0,,,,,,,3.38,1.4,3.1,1.36,
65,Basel,Swiss Indoors,2022-10-30,ATP500,Indoor,Hard,The Final,3.0,Auger-Aliassime F.,Rune H.,9,25,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.33,3.4,,,,,1.34,3.58,3315.0,1703.0,,,,,,,1.4,3.58,1.33,3.3,
66,Vienna,Vienna Open,2022-10-30,ATP500,Indoor,Hard,The Final,3.0,Medvedev D.,Shapovalov D.,4,19,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,1.22,4.33,,,,,1.27,4.18,5155.0,1925.0,,,,,,,1.3,4.57,1.23,4.08,
67,Paris,BNP Paribas Masters,2022-11-06,Masters 1000,Indoor,Hard,The Final,3.0,Rune H.,Djokovic N.,18,7,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,4.0,1.25,,,,,4.3,1.26,1991.0,4320.0,,,,,,,4.5,1.28,4.06,1.24,
68,Turin,Masters Cup,2022-11-20,Masters Cup,Indoor,Hard,The Final,,Djokovic N.,Ruud C.,8,4,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.22,4.33,,,,,1.22,4.9,3320.0,5020.0,,,,,,,1.29,4.9,1.23,4.21,
1,Adelaide,Adelaide International 1,2023-01-08,ATP250,Outdoor,Hard,The Final,3.0,Djokovic N.,Korda S.,5,33,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,1.14,5.5,,,,,1.16,6.14,4820.0,1175.0,,,,,,,1.18,6.14,1.15,5.55,
2,Pune,Maharashtra Open,2023-01-07,ATP250,Outdoor,Hard,The Final,3.0,Griekspoor T.,Bonzi B.,95,60,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,2.3,1.62,,,,,2.31,1.69,584.0,781.0,,,,,,,2.38,1.73,2.24,1.64,
3,Adelaide,Adelaide International 2,2023-01-14,ATP250,Outdoor,Hard,The Final,3.0,Kwon S.W.,Bautista Agut R.,84,26,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,2.75,1.44,,,,,2.49,1.61,626.0,1545.0,,,,,,,3.0,1.62,2.58,1.5,
4,Auckland,ASB Classic,2023-01-14,ATP250,Outdoor,Hard,The Final,3.0,Gasquet R.,Norrie C.,67,12,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,3.75,1.29,,,,,4.18,1.27,740.0,2575.0,,,,,,,4.18,1.3,3.83,1.26,
5,Melbourne,Australian Open,2023-01-29,Grand Slam,Outdoor,Hard,The Final,5.0,Djokovic N.,Tsitsipas S.,5,4,6.0,3.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,2023,,,,,,,,,1.2,4.8,,,,,1.22,4.85,5070.0,5715.0,,,,,,,1.23,5.25,1.2,4.69,
6,Cordoba,Cordoba Open,2023-02-12,ATP250,Outdoor,Clay,The Final,3.0,Baez S.,Coria F.,47,67,6.0,1.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,1.53,2.5,,,,,1.67,2.35,895.0,775.0,,,,,,,1.67,2.62,1.59,2.35,
7,Dallas,Dallas Open,2023-02-12,ATP250,Indoor,Hard,The Final,3.0,Wu Y.,Isner J.,97,39,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,1.8,2.0,,,,,1.87,2.04,544.0,980.0,,,,,,,1.92,2.1,1.83,1.97,
8,Montpellier,Open Sud de France,2023-02-12,ATP250,Indoor,Hard,The Final,3.0,Sinner J.,Cressy M.,17,51,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.3,3.5,,,,,1.33,3.69,2195.0,857.0,,,,,,,1.35,4.03,1.3,3.5,
9,Buenos Aires,Argentina Open,2023-02-19,ATP250,Outdoor,Clay,The Final,3.0,Alcaraz C.,Norrie C.,2,12,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.17,5.0,,,,,1.21,5.13,6730.0,2715.0,,,,,,,1.21,5.5,1.17,4.96,
10,Delray Beach,Delray Beach Open,2023-02-19,ATP250,Outdoor,Hard,The Final,3.0,Fritz T.,Kecmanovic M.,7,33,6.0,0.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,1.29,3.75,,,,,1.31,3.85,3455.0,1275.0,,,,,,,1.32,3.85,1.29,3.62,
11,Rotterdam,ABN AMRO World Tennis Tournament,2023-02-19,ATP500,Indoor,Hard,The Final,3.0,Medvedev D.,Sinner J.,11,14,5.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,1.57,2.38,,,,,1.67,2.35,2750.0,2445.0,,,,,,,1.67,2.4,1.61,2.3,
12,Doha,Qatar Exxon Mobil Open,2023-02-25,ATP250,Outdoor,Hard,The Final,3.0,Medvedev D.,Murray A.,8,70,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.14,5.5,,,,,1.14,6.76,3250.0,750.0,,,,,,,1.17,7.0,1.13,5.89,
13,Marseille,Open 13,2023-02-26,ATP250,Indoor,Hard,The Final,3.0,Hurkacz H.,Bonzi B.,11,60,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.5,2.63,,,,,1.5,2.81,2995.0,794.0,,,,,,,1.54,3.1,1.48,2.65,
14,Rio de Janeiro,Rio Open,2023-02-26,ATP500,Outdoor,Clay,The Final,3.0,Norrie C.,Alcaraz C.,13,2,5.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,4.33,1.22,,,,,4.81,1.23,2615.0,6480.0,,,,,,,4.9,1.24,4.47,1.21,
15,Acapulco,Abierto Mexicano,2023-03-05,ATP500,Outdoor,Hard,The Final,3.0,De Minaur A.,Paul T.,22,23,3.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,1.67,2.2,,,,,1.67,2.35,1710.0,1700.0,,,,,,,1.72,2.35,1.65,2.24,
16,Dubai ,Dubai Tennis Championships,2023-03-04,ATP500,Outdoor,Hard,The Final,3.0,Medvedev D.,Rublev A.,7,6,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.22,4.33,,,,,1.25,4.46,3320.0,3405.0,,,,,,,1.25,4.51,1.23,4.18,
17,Santiago,Chile Open,2023-03-05,ATP250,Indoor,Clay,The Final,3.0,Jarry N.,Etcheverry T.,87,76,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,1.91,1.91,,,,,1.97,1.93,616.0,684.0,,,,,,,2.1,2.06,1.93,1.87,
18,Indian Wells,BNP Paribas Open,2023-03-19,Masters 1000,Outdoor,Hard,The Final,3.0,Alcaraz C.,Medvedev D.,2,6,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.73,2.1,,,,,1.82,2.11,6780.0,3775.0,,,,,,,1.86,2.15,1.78,2.06,
19,Miami,Miami Open,2023-04-02,Masters 1000,Outdoor,Hard,The Final,3.0,Medvedev D.,Sinner J.,5,11,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.91,1.91,,,,,1.93,1.98,4330.0,2925.0,,,,,,,1.99,2.02,1.87,1.93,
20,Estoril,Estoril Open,2023-04-09,ATP250,Outdoor,Clay,The Final,3.0,Ruud C.,Kecmanovic M.,5,40,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.44,2.75,,,,,1.43,3.05,5005.0,985.0,,,,,,,1.47,3.12,1.42,2.82,
21,Houston,U.S. Men's Clay Court Championships,2023-04-09,ATP250,Outdoor,Clay,The Final,3.0,Tiafoe F.,Etcheverry T.,15,73,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.4,3.0,,,,,1.43,3.03,2665.0,729.0,,,,,,,1.43,3.23,1.39,2.93,
22,Marrakech,Grand Prix Hassan II,2023-04-09,ATP250,Outdoor,Clay,The Final,3.0,Carballes Baena R.,Muller A.,82,126,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,1.73,2.1,,,,,1.78,2.17,675.0,471.0,,,,,,,1.81,2.18,1.74,2.08,
23,Monte Carlo,Monte Carlo Masters,2023-04-16,Masters 1000,Outdoor,Clay,The Final,3.0,Rublev A.,Rune H.,6,9,5.0,7.0,6.0,2.0,7.0,5.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,2.5,1.53,,,,,2.55,1.58,3470.0,3335.0,,,,,,,2.63,1.64,2.46,1.55,
24,Barcelona,Barcelona Open,2023-04-23,ATP500,Outdoor,Clay,The Final,3.0,Alcaraz C.,Tsitsipas S.,2,5,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.25,4.0,,,,,1.22,4.9,6770.0,4950.0,,,,,,,1.31,4.9,1.24,4.13,
25,Banja Luka,Srpska Open,2023-04-23,ATP250,Outdoor,Clay,The Final,3.0,Lajovic D.,Rublev A.,70,6,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,4.0,1.25,,,,,4.19,1.27,744.0,4380.0,,,,,,,4.25,1.3,3.87,1.25,
26,Munich,BMW Open,2023-04-23,ATP250,Outdoor,Clay,The Final,3.0,Rune H.,Van De Zandschulp B.,7,29,6.0,4.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,1.25,4.0,,,,,1.26,4.48,3865.0,1250.0,,,,,,,1.29,4.48,1.24,4.03,
27,Madrid,Mutua Madrid Open,2023-05-07,Masters 1000,Outdoor,Clay,The Final,3.0,Alcaraz C.,Struff J.L.,2,65,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2023,,,,,,,,,1.06,10.0,,,,,1.08,11.06,6770.0,779.0,,,,,,,1.09,12.75,1.06,9.47,
28,Rome,Internazionali BNL d'Italia,2023-05-21,Masters 1000,Outdoor,Clay,The Final,3.0,Medvedev D.,Rune H.,3,7,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.91,1.91,,,,,1.99,1.92,5330.0,3865.0,,,,,,,2.2,1.99,1.96,1.86,
29,Geneva,Geneva Open,2023-05-27,ATP250,Outdoor,Clay,The Final,3.0,Jarry N.,Dimitrov G.,54,862,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,1.73,2.1,,,,,1.78,2.17,33.0,1125.0,,,,,,,1.8,2.26,1.74,2.09,
30,Lyon,Lyon Open,2023-05-27,ATP250,Outdoor,Clay,The Final,3.0,Fils A.,Cerundolo F.,112,559,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2023,,,,,,,,,3.75,1.29,,,,,3.78,1.32,28.0,1345.0,,,,,,,3.78,1.37,3.48,1.3,
